long_threshold,short_threshold,neutral_max,edge_margin,entry_atr_mult,sl_atr_mult,tp_atr_mult,min_hold,max_hold,cooldown,trade_direction,ret,sharpe,sortino,maxdd,n_trades,n_long,n_short,long_ratio,short_ratio,win_rate,median_net,baseline,baseline_ret,baseline_sharpe,skill_ret_delta,skill_sharpe_delta,baseline_trades,baseline_exposure
0.46,0.5,0.6,0.03,0.0,1.0,3.0,12,72,2,both,0.8025353694906769,2.030470823877331,1.7662137742409185,-0.19703689138892766,139,85,54,0.6115107913669064,0.38848920863309355,0.3669064748201439,-0.010499999999999978,always_long,1.921437900897509,2.447285469315436,-1.1189025314068322,-0.41681464543810476,276,0.8745446265938069
0.46,0.5,0.7,0.03,0.0,1.0,3.0,12,72,2,both,0.8025353694906769,2.030470823877331,1.7662137742409185,-0.19703689138892766,139,85,54,0.6115107913669064,0.38848920863309355,0.3669064748201439,-0.010499999999999978,always_long,1.921437900897509,2.447285469315436,-1.1189025314068322,-0.41681464543810476,276,0.8745446265938069
0.46,0.46,0.4,0.03,0.0,2.0,3.0,6,72,2,both,0.8749841019129978,2.0275402905424422,2.1514266569927694,-0.15983136757687028,140,59,81,0.42142857142857143,0.5785714285714286,0.5,-2.110327093589174e-05,always_long,1.1610599197533586,1.8980755037538666,-0.28607581784036085,0.12946478678857565,224,0.898224043715847
0.46,0.46,0.5,0.03,0.0,2.0,3.0,6,72,2,both,0.8749841019129978,2.0275402905424422,2.1514266569927694,-0.15983136757687028,140,59,81,0.42142857142857143,0.5785714285714286,0.5,-2.110327093589174e-05,always_long,1.1610599197533586,1.8980755037538666,-0.28607581784036085,0.12946478678857565,224,0.898224043715847
0.46,0.46,0.6,0.03,0.0,2.0,3.0,6,72,2,both,0.8749841019129978,2.0275402905424422,2.1514266569927694,-0.15983136757687028,140,59,81,0.42142857142857143,0.5785714285714286,0.5,-2.110327093589174e-05,always_long,1.1610599197533586,1.8980755037538666,-0.28607581784036085,0.12946478678857565,224,0.898224043715847
0.46,0.46,0.7,0.03,0.0,2.0,3.0,6,72,2,both,0.8749841019129978,2.0275402905424422,2.1514266569927694,-0.15983136757687028,140,59,81,0.42142857142857143,0.5785714285714286,0.5,-2.110327093589174e-05,always_long,1.1610599197533586,1.8980755037538666,-0.28607581784036085,0.12946478678857565,224,0.898224043715847
0.38,0.5,0.4,0.06,0.0,1.0,2.5,6,48,2,both,0.9520187081395066,2.0251536293997354,1.8995244063764365,-0.19349538580502967,248,194,54,0.782258064516129,0.21774193548387097,0.4112903225806452,-0.010499999999999957,always_long,1.72648878687939,2.588524002176996,-0.7744700787398833,-0.5633703727772605,377,0.828551912568306
0.38,0.5,0.5,0.06,0.0,1.0,2.5,6,48,2,both,0.9520187081395066,2.0251536293997354,1.8995244063764365,-0.19349538580502967,248,194,54,0.782258064516129,0.21774193548387097,0.4112903225806452,-0.010499999999999957,always_long,1.72648878687939,2.588524002176996,-0.7744700787398833,-0.5633703727772605,377,0.828551912568306
0.38,0.5,0.6,0.06,0.0,1.0,2.5,6,48,2,both,0.9520187081395066,2.0251536293997354,1.8995244063764365,-0.19349538580502967,248,194,54,0.782258064516129,0.21774193548387097,0.4112903225806452,-0.010499999999999957,always_long,1.72648878687939,2.588524002176996,-0.7744700787398833,-0.5633703727772605,377,0.828551912568306
0.38,0.5,0.7,0.06,0.0,1.0,2.5,6,48,2,both,0.9520187081395066,2.0251536293997354,1.8995244063764365,-0.19349538580502967,248,194,54,0.782258064516129,0.21774193548387097,0.4112903225806452,-0.010499999999999957,always_long,1.72648878687939,2.588524002176996,-0.7744700787398833,-0.5633703727772605,377,0.828551912568306
0.46,0.5,0.4,0.06,0.0,1.0,2.0,6,48,2,both,0.6784976861606096,2.0217017150315506,1.6012110098470993,-0.15794898652767234,173,103,70,0.5953757225433526,0.4046242774566474,0.4508670520231214,-0.010499999999999945,always_long,1.9623964657517634,2.7800426852390894,-1.2838987795911538,-0.7583409702075388,420,0.8089708561020036
0.46,0.5,0.5,0.06,0.0,1.0,2.0,6,48,2,both,0.6784976861606096,2.0217017150315506,1.6012110098470993,-0.15794898652767234,173,103,70,0.5953757225433526,0.4046242774566474,0.4508670520231214,-0.010499999999999945,always_long,1.9623964657517634,2.7800426852390894,-1.2838987795911538,-0.7583409702075388,420,0.8089708561020036
0.46,0.5,0.6,0.06,0.0,1.0,2.0,6,48,2,both,0.6784976861606096,2.0217017150315506,1.6012110098470993,-0.15794898652767234,173,103,70,0.5953757225433526,0.4046242774566474,0.4508670520231214,-0.010499999999999945,always_long,1.9623964657517634,2.7800426852390894,-1.2838987795911538,-0.7583409702075388,420,0.8089708561020036
0.46,0.5,0.7,0.06,0.0,1.0,2.0,6,48,2,both,0.6784976861606096,2.0217017150315506,1.6012110098470993,-0.15794898652767234,173,103,70,0.5953757225433526,0.4046242774566474,0.4508670520231214,-0.010499999999999945,always_long,1.9623964657517634,2.7800426852390894,-1.2838987795911538,-0.7583409702075388,420,0.8089708561020036
0.46,0.5,0.4,0.06,0.0,1.0,2.5,6,24,2,both,0.7042582961998025,2.0157744439996557,1.587296255111731,-0.19451891216874387,188,107,81,0.5691489361702128,0.4308510638297872,0.44680851063829785,-0.0016893265164016173,always_long,1.6527629186745663,2.561749466903944,-0.9485046224747637,-0.5459750229042881,455,0.7930327868852459
0.46,0.5,0.5,0.06,0.0,1.0,2.5,6,24,2,both,0.7042582961998025,2.0157744439996557,1.587296255111731,-0.19451891216874387,188,107,81,0.5691489361702128,0.4308510638297872,0.44680851063829785,-0.0016893265164016173,always_long,1.6527629186745663,2.561749466903944,-0.9485046224747637,-0.5459750229042881,455,0.7930327868852459
0.46,0.5,0.6,0.06,0.0,1.0,2.5,6,24,2,both,0.7042582961998025,2.0157744439996557,1.587296255111731,-0.19451891216874387,188,107,81,0.5691489361702128,0.4308510638297872,0.44680851063829785,-0.0016893265164016173,always_long,1.6527629186745663,2.561749466903944,-0.9485046224747637,-0.5459750229042881,455,0.7930327868852459
0.46,0.5,0.7,0.06,0.0,1.0,2.5,6,24,2,both,0.7042582961998025,2.0157744439996557,1.587296255111731,-0.19451891216874387,188,107,81,0.5691489361702128,0.4308510638297872,0.44680851063829785,-0.0016893265164016173,always_long,1.6527629186745663,2.561749466903944,-0.9485046224747637,-0.5459750229042881,455,0.7930327868852459
0.5,0.5,0.4,0.1,0.0,1.0,2.5,6,24,6,both,0.5045005098028852,2.0120172446777347,1.3753615894774012,-0.11027661327091746,127,47,80,0.3700787401574803,0.6299212598425197,0.44881889763779526,-0.0013746932032118165,always_long,0.41182157791349994,0.9846420281207665,0.09267893188938525,1.027375216556968,387,0.648224043715847
0.5,0.5,0.5,0.1,0.0,1.0,2.5,6,24,6,both,0.5045005098028852,2.0120172446777347,1.3753615894774012,-0.11027661327091746,127,47,80,0.3700787401574803,0.6299212598425197,0.44881889763779526,-0.0013746932032118165,always_long,0.41182157791349994,0.9846420281207665,0.09267893188938525,1.027375216556968,387,0.648224043715847
0.5,0.5,0.6,0.1,0.0,1.0,2.5,6,24,6,both,0.5045005098028852,2.0120172446777347,1.3753615894774012,-0.11027661327091746,127,47,80,0.3700787401574803,0.6299212598425197,0.44881889763779526,-0.0013746932032118165,always_long,0.41182157791349994,0.9846420281207665,0.09267893188938525,1.027375216556968,387,0.648224043715847
0.5,0.5,0.7,0.1,0.0,1.0,2.5,6,24,6,both,0.5045005098028852,2.0120172446777347,1.3753615894774012,-0.11027661327091746,127,47,80,0.3700787401574803,0.6299212598425197,0.44881889763779526,-0.0013746932032118165,always_long,0.41182157791349994,0.9846420281207665,0.09267893188938525,1.027375216556968,387,0.648224043715847
0.46,0.42,0.4,0.1,0.0,1.0,2.5,6,24,2,both,0.7981873695599,1.998871344455907,1.9000719947227471,-0.1172972225925215,256,67,189,0.26171875,0.73828125,0.4609375,-0.0017253461282276529,always_long,1.6527629186745663,2.561749466903944,-0.8545755491146663,-0.5628781224480368,455,0.7930327868852459
0.46,0.42,0.5,0.1,0.0,1.0,2.5,6,24,2,both,0.7981873695599,1.998871344455907,1.9000719947227471,-0.1172972225925215,256,67,189,0.26171875,0.73828125,0.4609375,-0.0017253461282276529,always_long,1.6527629186745663,2.561749466903944,-0.8545755491146663,-0.5628781224480368,455,0.7930327868852459
0.46,0.42,0.6,0.1,0.0,1.0,2.5,6,24,2,both,0.7981873695599,1.998871344455907,1.9000719947227471,-0.1172972225925215,256,67,189,0.26171875,0.73828125,0.4609375,-0.0017253461282276529,always_long,1.6527629186745663,2.561749466903944,-0.8545755491146663,-0.5628781224480368,455,0.7930327868852459
0.46,0.42,0.7,0.1,0.0,1.0,2.5,6,24,2,both,0.7981873695599,1.998871344455907,1.9000719947227471,-0.1172972225925215,256,67,189,0.26171875,0.73828125,0.4609375,-0.0017253461282276529,always_long,1.6527629186745663,2.561749466903944,-0.8545755491146663,-0.5628781224480368,455,0.7930327868852459
0.42,0.5,0.4,0.06,0.0,1.0,2.5,6,48,2,both,0.8819572247031671,1.988011292453587,1.7704183397374067,-0.1464724901678982,216,161,55,0.7453703703703703,0.25462962962962965,0.4074074074074074,-0.010499999999999959,always_long,1.72648878687939,2.588524002176996,-0.8445315621762228,-0.6005127097234089,377,0.828551912568306
0.42,0.5,0.5,0.06,0.0,1.0,2.5,6,48,2,both,0.8819572247031671,1.988011292453587,1.7704183397374067,-0.1464724901678982,216,161,55,0.7453703703703703,0.25462962962962965,0.4074074074074074,-0.010499999999999959,always_long,1.72648878687939,2.588524002176996,-0.8445315621762228,-0.6005127097234089,377,0.828551912568306
0.42,0.5,0.6,0.06,0.0,1.0,2.5,6,48,2,both,0.8819572247031671,1.988011292453587,1.7704183397374067,-0.1464724901678982,216,161,55,0.7453703703703703,0.25462962962962965,0.4074074074074074,-0.010499999999999959,always_long,1.72648878687939,2.588524002176996,-0.8445315621762228,-0.6005127097234089,377,0.828551912568306
0.42,0.5,0.7,0.06,0.0,1.0,2.5,6,48,2,both,0.8819572247031671,1.988011292453587,1.7704183397374067,-0.1464724901678982,216,161,55,0.7453703703703703,0.25462962962962965,0.4074074074074074,-0.010499999999999959,always_long,1.72648878687939,2.588524002176996,-0.8445315621762228,-0.6005127097234089,377,0.828551912568306
0.38,0.46,0.4,0.03,0.3,2.0,2.5,6,48,2,both,1.02513363452789,1.9840583559534293,2.1869954202187256,-0.2376758627854344,218,154,64,0.7064220183486238,0.29357798165137616,0.536697247706422,0.001440128374878594,always_long,0.918295781200112,1.6113446829412335,0.10683785332777807,0.3727136730121958,280,0.8727231329690346
0.38,0.46,0.5,0.03,0.3,2.0,2.5,6,48,2,both,1.02513363452789,1.9840583559534293,2.1869954202187256,-0.2376758627854344,218,154,64,0.7064220183486238,0.29357798165137616,0.536697247706422,0.001440128374878594,always_long,0.918295781200112,1.6113446829412335,0.10683785332777807,0.3727136730121958,280,0.8727231329690346
0.38,0.46,0.6,0.03,0.3,2.0,2.5,6,48,2,both,1.02513363452789,1.9840583559534293,2.1869954202187256,-0.2376758627854344,218,154,64,0.7064220183486238,0.29357798165137616,0.536697247706422,0.001440128374878594,always_long,0.918295781200112,1.6113446829412335,0.10683785332777807,0.3727136730121958,280,0.8727231329690346
0.38,0.46,0.7,0.03,0.3,2.0,2.5,6,48,2,both,1.02513363452789,1.9840583559534293,2.1869954202187256,-0.2376758627854344,218,154,64,0.7064220183486238,0.29357798165137616,0.536697247706422,0.001440128374878594,always_long,0.918295781200112,1.6113446829412335,0.10683785332777807,0.3727136730121958,280,0.8727231329690346
0.5,0.5,0.4,0.1,0.0,1.0,2.0,6,48,2,both,0.5394808010599206,1.9677679035749043,1.3606011590656315,-0.12399293567736454,132,48,84,0.36363636363636365,0.6363636363636364,0.45454545454545453,-0.010499999999999947,always_long,1.9623964657517634,2.7800426852390894,-1.4229156646918428,-0.8122747816641851,420,0.8089708561020036
0.5,0.5,0.5,0.1,0.0,1.0,2.0,6,48,2,both,0.5394808010599206,1.9677679035749043,1.3606011590656315,-0.12399293567736454,132,48,84,0.36363636363636365,0.6363636363636364,0.45454545454545453,-0.010499999999999947,always_long,1.9623964657517634,2.7800426852390894,-1.4229156646918428,-0.8122747816641851,420,0.8089708561020036
0.5,0.5,0.6,0.1,0.0,1.0,2.0,6,48,2,both,0.5394808010599206,1.9677679035749043,1.3606011590656315,-0.12399293567736454,132,48,84,0.36363636363636365,0.6363636363636364,0.45454545454545453,-0.010499999999999947,always_long,1.9623964657517634,2.7800426852390894,-1.4229156646918428,-0.8122747816641851,420,0.8089708561020036
0.5,0.5,0.7,0.1,0.0,1.0,2.0,6,48,2,both,0.5394808010599206,1.9677679035749043,1.3606011590656315,-0.12399293567736454,132,48,84,0.36363636363636365,0.6363636363636364,0.45454545454545453,-0.010499999999999947,always_long,1.9623964657517634,2.7800426852390894,-1.4229156646918428,-0.8122747816641851,420,0.8089708561020036
0.42,0.5,0.4,0.1,0.0,2.0,2.5,6,72,6,both,0.7471390562519931,1.9663275116972878,1.7375575660535258,-0.11587611310393242,127,85,42,0.6692913385826772,0.33070866141732286,0.5511811023622047,0.009701809297157322,always_long,0.24701796380082142,0.5893824126161661,0.5001210924511716,1.3769450990811216,224,0.7966757741347905
0.42,0.5,0.5,0.1,0.0,2.0,2.5,6,72,6,both,0.7471390562519931,1.9663275116972878,1.7375575660535258,-0.11587611310393242,127,85,42,0.6692913385826772,0.33070866141732286,0.5511811023622047,0.009701809297157322,always_long,0.24701796380082142,0.5893824126161661,0.5001210924511716,1.3769450990811216,224,0.7966757741347905
0.42,0.5,0.6,0.1,0.0,2.0,2.5,6,72,6,both,0.7471390562519931,1.9663275116972878,1.7375575660535258,-0.11587611310393242,127,85,42,0.6692913385826772,0.33070866141732286,0.5511811023622047,0.009701809297157322,always_long,0.24701796380082142,0.5893824126161661,0.5001210924511716,1.3769450990811216,224,0.7966757741347905
0.42,0.5,0.7,0.1,0.0,2.0,2.5,6,72,6,both,0.7471390562519931,1.9663275116972878,1.7375575660535258,-0.11587611310393242,127,85,42,0.6692913385826772,0.33070866141732286,0.5511811023622047,0.009701809297157322,always_long,0.24701796380082142,0.5893824126161661,0.5001210924511716,1.3769450990811216,224,0.7966757741347905
0.5,0.5,0.4,0.1,0.0,1.0,2.5,6,48,2,both,0.5664323931213919,1.9649681138349675,1.4571012403076649,-0.11946058491120021,128,46,82,0.359375,0.640625,0.4140625,-0.010499999999999978,always_long,1.72648878687939,2.588524002176996,-1.160056393757998,-0.6235558883420285,377,0.828551912568306
0.5,0.5,0.5,0.1,0.0,1.0,2.5,6,48,2,both,0.5664323931213919,1.9649681138349675,1.4571012403076649,-0.11946058491120021,128,46,82,0.359375,0.640625,0.4140625,-0.010499999999999978,always_long,1.72648878687939,2.588524002176996,-1.160056393757998,-0.6235558883420285,377,0.828551912568306
0.5,0.5,0.6,0.1,0.0,1.0,2.5,6,48,2,both,0.5664323931213919,1.9649681138349675,1.4571012403076649,-0.11946058491120021,128,46,82,0.359375,0.640625,0.4140625,-0.010499999999999978,always_long,1.72648878687939,2.588524002176996,-1.160056393757998,-0.6235558883420285,377,0.828551912568306
0.5,0.5,0.7,0.1,0.0,1.0,2.5,6,48,2,both,0.5664323931213919,1.9649681138349675,1.4571012403076649,-0.11946058491120021,128,46,82,0.359375,0.640625,0.4140625,-0.010499999999999978,always_long,1.72648878687939,2.588524002176996,-1.160056393757998,-0.6235558883420285,377,0.828551912568306
0.42,0.5,0.4,0.03,0.0,1.0,3.0,6,48,6,both,0.8203855202929211,1.9637209762994527,1.6877883711454773,-0.13097112116674967,185,136,49,0.7351351351351352,0.2648648648648649,0.3837837837837838,-0.010499999999999983,always_long,1.0859128108719505,1.9869085701040794,-0.26552729057902935,-0.02318759380462665,304,0.723816029143898
0.42,0.5,0.5,0.03,0.0,1.0,3.0,6,48,6,both,0.8203855202929211,1.9637209762994527,1.6877883711454773,-0.13097112116674967,185,136,49,0.7351351351351352,0.2648648648648649,0.3837837837837838,-0.010499999999999983,always_long,1.0859128108719505,1.9869085701040794,-0.26552729057902935,-0.02318759380462665,304,0.723816029143898
0.42,0.5,0.6,0.03,0.0,1.0,3.0,6,48,6,both,0.8203855202929211,1.9637209762994527,1.6877883711454773,-0.13097112116674967,185,136,49,0.7351351351351352,0.2648648648648649,0.3837837837837838,-0.010499999999999983,always_long,1.0859128108719505,1.9869085701040794,-0.26552729057902935,-0.02318759380462665,304,0.723816029143898
0.42,0.5,0.7,0.03,0.0,1.0,3.0,6,48,6,both,0.8203855202929211,1.9637209762994527,1.6877883711454773,-0.13097112116674967,185,136,49,0.7351351351351352,0.2648648648648649,0.3837837837837838,-0.010499999999999983,always_long,1.0859128108719505,1.9869085701040794,-0.26552729057902935,-0.02318759380462665,304,0.723816029143898
0.5,0.5,0.4,0.1,0.0,1.0,2.0,6,72,2,both,0.5360168876866487,1.9597169195181363,1.3876454368091926,-0.1239929356773646,127,47,80,0.3700787401574803,0.6299212598425197,0.4645669291338583,-0.010499999999999966,always_long,1.642626226077132,2.497809118998148,-1.1066093383904834,-0.5380921994800116,393,0.8212659380692168
0.5,0.5,0.5,0.1,0.0,1.0,2.0,6,72,2,both,0.5360168876866487,1.9597169195181363,1.3876454368091926,-0.1239929356773646,127,47,80,0.3700787401574803,0.6299212598425197,0.4645669291338583,-0.010499999999999966,always_long,1.642626226077132,2.497809118998148,-1.1066093383904834,-0.5380921994800116,393,0.8212659380692168
0.5,0.5,0.6,0.1,0.0,1.0,2.0,6,72,2,both,0.5360168876866487,1.9597169195181363,1.3876454368091926,-0.1239929356773646,127,47,80,0.3700787401574803,0.6299212598425197,0.4645669291338583,-0.010499999999999966,always_long,1.642626226077132,2.497809118998148,-1.1066093383904834,-0.5380921994800116,393,0.8212659380692168
0.5,0.5,0.7,0.1,0.0,1.0,2.0,6,72,2,both,0.5360168876866487,1.9597169195181363,1.3876454368091926,-0.1239929356773646,127,47,80,0.3700787401574803,0.6299212598425197,0.4645669291338583,-0.010499999999999966,always_long,1.642626226077132,2.497809118998148,-1.1066093383904834,-0.5380921994800116,393,0.8212659380692168
0.46,0.5,0.4,0.03,0.0,1.0,2.5,6,48,2,both,0.7119587470633182,1.954301004190632,1.6709057512503864,-0.1664238268414554,163,100,63,0.6134969325153374,0.38650306748466257,0.4171779141104294,-0.010499999999999959,always_long,1.72648878687939,2.588524002176996,-1.0145300398160717,-0.6342229979863641,377,0.828551912568306
0.46,0.5,0.5,0.03,0.0,1.0,2.5,6,48,2,both,0.7119587470633182,1.954301004190632,1.6709057512503864,-0.1664238268414554,163,100,63,0.6134969325153374,0.38650306748466257,0.4171779141104294,-0.010499999999999959,always_long,1.72648878687939,2.588524002176996,-1.0145300398160717,-0.6342229979863641,377,0.828551912568306
0.46,0.5,0.6,0.03,0.0,1.0,2.5,6,48,2,both,0.7119587470633182,1.954301004190632,1.6709057512503864,-0.1664238268414554,163,100,63,0.6134969325153374,0.38650306748466257,0.4171779141104294,-0.010499999999999959,always_long,1.72648878687939,2.588524002176996,-1.0145300398160717,-0.6342229979863641,377,0.828551912568306
0.46,0.5,0.7,0.03,0.0,1.0,2.5,6,48,2,both,0.7119587470633182,1.954301004190632,1.6709057512503864,-0.1664238268414554,163,100,63,0.6134969325153374,0.38650306748466257,0.4171779141104294,-0.010499999999999959,always_long,1.72648878687939,2.588524002176996,-1.0145300398160717,-0.6342229979863641,377,0.828551912568306
0.5,0.5,0.4,0.1,0.0,1.0,2.0,6,24,2,both,0.5192204590202882,1.9446729276399342,1.296021750280137,-0.14444721282629655,142,52,90,0.36619718309859156,0.6338028169014085,0.47183098591549294,-0.0004684798699597686,always_long,1.5986184597991508,2.443024495936852,-1.0793980007788626,-0.49835156829691774,488,0.7780054644808743
0.5,0.5,0.5,0.1,0.0,1.0,2.0,6,24,2,both,0.5192204590202882,1.9446729276399342,1.296021750280137,-0.14444721282629655,142,52,90,0.36619718309859156,0.6338028169014085,0.47183098591549294,-0.0004684798699597686,always_long,1.5986184597991508,2.443024495936852,-1.0793980007788626,-0.49835156829691774,488,0.7780054644808743
0.5,0.5,0.6,0.1,0.0,1.0,2.0,6,24,2,both,0.5192204590202882,1.9446729276399342,1.296021750280137,-0.14444721282629655,142,52,90,0.36619718309859156,0.6338028169014085,0.47183098591549294,-0.0004684798699597686,always_long,1.5986184597991508,2.443024495936852,-1.0793980007788626,-0.49835156829691774,488,0.7780054644808743
0.5,0.5,0.7,0.1,0.0,1.0,2.0,6,24,2,both,0.5192204590202882,1.9446729276399342,1.296021750280137,-0.14444721282629655,142,52,90,0.36619718309859156,0.6338028169014085,0.47183098591549294,-0.0004684798699597686,always_long,1.5986184597991508,2.443024495936852,-1.0793980007788626,-0.49835156829691774,488,0.7780054644808743
0.46,0.46,0.4,0.1,0.0,1.0,2.5,6,24,2,both,0.7122131223971364,1.9396631043589974,1.718859092386118,-0.17908620014494814,220,74,146,0.33636363636363636,0.6636363636363637,0.44545454545454544,-0.0032932230441411648,always_long,1.6527629186745663,2.561749466903944,-0.9405497962774299,-0.6220863625449464,455,0.7930327868852459
0.46,0.46,0.5,0.1,0.0,1.0,2.5,6,24,2,both,0.7122131223971364,1.9396631043589974,1.718859092386118,-0.17908620014494814,220,74,146,0.33636363636363636,0.6636363636363637,0.44545454545454544,-0.0032932230441411648,always_long,1.6527629186745663,2.561749466903944,-0.9405497962774299,-0.6220863625449464,455,0.7930327868852459
0.46,0.46,0.6,0.1,0.0,1.0,2.5,6,24,2,both,0.7122131223971364,1.9396631043589974,1.718859092386118,-0.17908620014494814,220,74,146,0.33636363636363636,0.6636363636363637,0.44545454545454544,-0.0032932230441411648,always_long,1.6527629186745663,2.561749466903944,-0.9405497962774299,-0.6220863625449464,455,0.7930327868852459
0.46,0.46,0.7,0.1,0.0,1.0,2.5,6,24,2,both,0.7122131223971364,1.9396631043589974,1.718859092386118,-0.17908620014494814,220,74,146,0.33636363636363636,0.6636363636363637,0.44545454545454544,-0.0032932230441411648,always_long,1.6527629186745663,2.561749466903944,-0.9405497962774299,-0.6220863625449464,455,0.7930327868852459
0.38,0.46,0.4,0.03,0.0,2.0,2.5,6,48,2,both,1.0128345835799109,1.9380040106253966,2.1323482920246866,-0.21152833839155608,218,154,64,0.7064220183486238,0.29357798165137616,0.5321100917431193,0.0021899814303576086,always_long,1.2029982827806416,1.9316972766407547,-0.19016369920073073,0.006306733984641877,280,0.8727231329690346
0.38,0.46,0.5,0.03,0.0,2.0,2.5,6,48,2,both,1.0128345835799109,1.9380040106253966,2.1323482920246866,-0.21152833839155608,218,154,64,0.7064220183486238,0.29357798165137616,0.5321100917431193,0.0021899814303576086,always_long,1.2029982827806416,1.9316972766407547,-0.19016369920073073,0.006306733984641877,280,0.8727231329690346
0.38,0.46,0.6,0.03,0.0,2.0,2.5,6,48,2,both,1.0128345835799109,1.9380040106253966,2.1323482920246866,-0.21152833839155608,218,154,64,0.7064220183486238,0.29357798165137616,0.5321100917431193,0.0021899814303576086,always_long,1.2029982827806416,1.9316972766407547,-0.19016369920073073,0.006306733984641877,280,0.8727231329690346
0.38,0.46,0.7,0.03,0.0,2.0,2.5,6,48,2,both,1.0128345835799109,1.9380040106253966,2.1323482920246866,-0.21152833839155608,218,154,64,0.7064220183486238,0.29357798165137616,0.5321100917431193,0.0021899814303576086,always_long,1.2029982827806416,1.9316972766407547,-0.19016369920073073,0.006306733984641877,280,0.8727231329690346
0.46,0.5,0.4,0.06,0.0,1.0,2.0,6,72,2,both,0.6479401682758119,1.9335394436105446,1.542866813660658,-0.13789680734678775,168,99,69,0.5892857142857143,0.4107142857142857,0.43452380952380953,-0.01049999999999996,always_long,1.642626226077132,2.497809118998148,-0.9946860578013201,-0.5642696753876033,393,0.8212659380692168
0.46,0.5,0.5,0.06,0.0,1.0,2.0,6,72,2,both,0.6479401682758119,1.9335394436105446,1.542866813660658,-0.13789680734678775,168,99,69,0.5892857142857143,0.4107142857142857,0.43452380952380953,-0.01049999999999996,always_long,1.642626226077132,2.497809118998148,-0.9946860578013201,-0.5642696753876033,393,0.8212659380692168
0.46,0.5,0.6,0.06,0.0,1.0,2.0,6,72,2,both,0.6479401682758119,1.9335394436105446,1.542866813660658,-0.13789680734678775,168,99,69,0.5892857142857143,0.4107142857142857,0.43452380952380953,-0.01049999999999996,always_long,1.642626226077132,2.497809118998148,-0.9946860578013201,-0.5642696753876033,393,0.8212659380692168
0.46,0.5,0.7,0.06,0.0,1.0,2.0,6,72,2,both,0.6479401682758119,1.9335394436105446,1.542866813660658,-0.13789680734678775,168,99,69,0.5892857142857143,0.4107142857142857,0.43452380952380953,-0.01049999999999996,always_long,1.642626226077132,2.497809118998148,-0.9946860578013201,-0.5642696753876033,393,0.8212659380692168
0.42,0.46,0.4,0.03,0.0,1.0,3.0,12,48,2,both,0.9982942367550003,1.9322495731322635,1.954737642919183,-0.12178097035350907,212,125,87,0.589622641509434,0.41037735849056606,0.3915094339622642,-0.010499999999999966,always_long,1.6371140599114953,2.2243635841592257,-0.638819823156495,-0.2921140110269622,304,0.8617941712204007
